user_posting_tweet,user_mentioned,Type
COLDPLAYEOL,YouTube,0
dannrusso,YouTube,0
OPSmesmical,YouTube,0
acuna_sari,YouTube,0
Yukiellar,YouTube,0
kaja_kulawik,YouTube,0
iMRevirst,YouTube,0
michal13579,YouTube,0
Huegamer,YouTube,0
chris371RD,YouTube,0
Lycari_,YouTube,0
AlanUnNiched,YouTube,0
TitouRemy,YouTube,0
fran_sax1,YouTube,0
another_khajiit,YouTube,0
MsLuuna,YouTube,0
guerrera_26,YouTube,0
J0K3Rz_,YouTube,0
Mitito2002,YouTube,0
Mitito2002,YouTube,0
CartoonChill_,YouTube,0
Digitechviper3,YouTube,0
Digitechviper3,YouTube,0
CelPsych,YouTube,0
MiluBelu20,YouTube,0
ChloeGraceabu,YouTube,0
meta_modernism,YouTube,0
VincentDlrx,YouTube,0
kijsa,YouTube,0
jonatha21849965,YouTube,0
ExtremeIgor,YouTube,0
ellisgrilli,TIME,0
Davidstar9x,YouTube,0
SoyUnDino_Fs,YouTube,0
trueblue51,TIME,0
rcarr57,TIME,0
eder089,YouTube,0
GrawGodoy,YouTube,0
Vladimir975646,YouTube,0
ByBleix,YouTube,0
BesttaYT,YouTube,0
BesttaYT,YouTube,0
aplusdj1,YouTube,0
Mac_Mortgages,YouTube,0
camfutbol2014,YouTube,0
EdMcDougall99,YouTube,0
noodksa,YouTube,0
didiyb,FoxNews,0
eValeretto,YouTube,0
febmmbc,YouTube,0
sullivankenji,YouTube,0
CraftyMcClever,TIME,0
VeganFeeling,YouTube,0
chasebristow01,YouTube,0
chasebristow01,YouTube,0
XDTVreloadet,YouTube,0
HydeStark,YouTube,0
DiorizSantos,YouTube,0
jaivivasf,YouTube,0
xpedrosimoes47,YouTube,0
iMrGoG,YouTube,0
dearestmaggie,TIME,0
ANNIA_ID_ELF,YouTube,0
Ramtoad,FoxNews,0
farm_mom,FoxNews,0
kinanx14,YouTube,0
imsimplistic,YouTube,0
TheREALJCandE,cnnbrk,0
From_the_Morgue,FoxNews,0
Deeexyy,YouTube,0
dailynewsflow,TIME,0
yyssoD,YouTube,0
Emeyeteezed,YouTube,0
ObiMoran,YouTube,0
Virgo4u86,YouTube,0
AVET5362,TIME,0
FredOrth,TIME,0
MazizoGamer,YouTube,0
Ivimadridista17,YouTube,0
itsmevladimir4,YouTube,0
visual_popcorn,YouTube,0
cliffbenard,YouTube,0
HrzEugene,YouTube,0
HrzEugene,YouTube,0
NakayoriYT,YouTube,0
Ryocko1,YouTube,0
anniet723,YouTube,0
GameRecente,YouTube,0
babylarigirl_,YouTube,0
AlondraGrover,FoxNews,0
luchi_freetown,YouTube,0
dave_breckon,YouTube,0
iArianasButera,justinbieber,0
Laposcheni,MTV,0
psalmist90,MTV,0
AmamaBenn,MTV,0
BlogTalkFashion,MTV,0
polswithvirtues,FoxNews,0
AdityaEveready,BillGates,0
purvil12c,YouTube,0
greatiejang,YouTube,0
gracieopulanza,YouTube,0
stephenrr,TIME,0
RealEveBadua,YouTube,0
lameassbrian,YouTube,0
lameassbrian,YouTube,0
Catbonehead666,YouTube,0
shafqatcheema7,YouTube,0
SyehKukuh,YouTube,0
masonzimbler,guardian,0
TariDallas_Bieb,YouTube,0
OhhAcTiv,YouTube,0
nikitavoytov,YouTube,0
Gabri_Saiz,YouTube,0
CARLOSESQUIVE18,YouTube,0
billyjeanrenee,YouTube,0
shafqatcheema7,YouTube,0
JanellJay,TIME,0
shafqatcheema7,YouTube,0
5UDJmnJ95gyW0iU,YouTube,0
bdrgroup,YouTube,0
ToshkaMahmmed,YouTube,0
Arcedal,YouTube,0
BennyAuraki,YouTube,0
7696994144,YouTube,0
MusaAldelfy,YouTube,0
erzsi580330,YouTube,0
tiktok_uk_,YouTube,0
waelmadi,YouTube,0
tiktok_uk_,YouTube,0
Mtrain3_Meghan,YouTube,0
CrossPanqueques,YouTube,0
CrossPanqueques,YouTube,0
CHANCE_es,RealHughJackman,0
j_mikusek,mashable,0
JamesTafaroji0,YouTube,0
DarkyCardo,YouTube,0
Waellerbur,YouTube,0
RobDon213LA,TIME,0
iSolracYT,YouTube,0
Yube1897,YouTube,0
naito13015,YouTube,0
siWinnyPutriL,YouTube,0
laurenedenham,TIME,0
jooheonsteez,NiallOfficial,0
joydesperada,TIME,0
Lelebret47,YouTube,0
GinaLawriw,YouTube,0
ACarmona95,YouTube,0
Skelethon_,YouTube,0
BUSHIDOBRYAN,TIME,0
Nord_King88,YouTube,0
CHANCE_es,RealHughJackman,0
cinephileamy,TheEllenShow,0
SimplyDeneb,YouTube,0
GI__JACKSON,YouTube,0
fabiancaceres1,YouTube,0
william3293,YouTube,0
RELYOT,YouTube,0
seablue_becky,YouTube,0
kenethc781,YouTube,0
RELYOT,YouTube,0
gomeztvoficial,YouTube,0
gogo_sasayaki,TIME,0
19_Loves_85,YouTube,0
Edgar_pillo,YouTube,0
MuriihRodrigues,YouTube,0
Bryanmania67,YouTube,0
RELYOT,YouTube,0
RolandoVela1,YouTube,0
old_dayan,YouTube,0
Taniamarin93,YouTube,0
GinnaAcrylic,YouTube,0
soyyarethaburto,YouTube,0
STOLaw,TIME,0
zilefgameplay,YouTube,0
demonicbitch_98,YouTube,0
meellicoonn,YouTube,0
meellicoonn,YouTube,0
eliezrah,YouTube,0
hydnuthn211,TIME,0
kikesimmonds,YouTube,0
KyleHodges1,TIME,0
Autismwithwine,TIME,0
aegeanbella76,TIME,0
srudat,TIME,0
LyndsayFarlow,TIME,0
ChanelN19,TIME,0
RachelRizzo,TIME,0
megevanselizab,BarackObama,0
Crazygamesomg,YouTube,0
AlexPripes,YouTube,0
equis_qu,YouTube,0
thefoodtasters,TIME,0
LeBlaqueMcQueen,TIME,0
beanie_babymama,TIME,0
TiaraJNai,TIME,0
FloriiBarria,YouTube,0
sofia_aleli,TIME,0
REDDHH1,TIME,0
Ayelen_Antileo,YouTube,0
unxpctdblessing,TIME,0
MUSSA_MAR,YouTube,0
TIME,TIME,1
Andrew_Gentry15,YouTube,0
JASSON_CALET,YouTube,0
ReecesRainbow,TIME,0
DeElbenchu,YouTube,0
Moshry2008Rv,YouTube,0
karen_xcaret,YouTube,0
SergeyObzorsik,YouTube,0
DelToroFlow,YouTube,0
NatsOO9,YouTube,0
ivoivoles,YouTube,0
extrafees,YouTube,0
iArianasButera,justinbieber,0
Milinatica5,YouTube,0
DrakoonLP,YouTube,0
MikeYouens415,YouTube,0
RXisplay,YouTube,0
Vueltasdelamor,YouTube,0
xShine98,YouTube,0
Mrlawal_,YouTube,0
TheAPIRIGOTAFul,YouTube,0
iArianasButera,justinbieber,0
Titaniumalpha,YouTube,0
nitrousholdings,YouTube,0
predkoalex,YouTube,0
BraddParkinn,YouTube,0
kevinaguilar,YouTube,0
kevinaguilar,YouTube,0
kevinaguilar,YouTube,0
kevinaguilar,YouTube,0
imFryy1,YouTube,0
RealPadgekins,YouTube,0
Doza_De_Vise,YouTube,0
PWNDGAMIMNG99,YouTube,0
arianpardo8,YouTube,0
patrix_z,YouTube,0
lirabitching,YouTube,0
ltsozzie,YouTube,0
nfsloquendo,YouTube,0
Erzockt,YouTube,0
ALEXCRAFTE,YouTube,0
xficinox,YouTube,0
xficinox,YouTube,0
greycauliflower,YouTube,0
ReaperInari0,YouTube,0
Jsrezglez,YouTube,0
Julainass,YouTube,0
WestgarthAnt,YouTube,0
WestgarthAnt,YouTube,0
Dan_souss,YouTube,0
Dan_souss,YouTube,0
b_wera,YouTube,0
Demonickiddo,YouTube,0
GravityVid,YouTube,0
Animdra,YouTube,0
DackallArts,YouTube,0
Dan_souss,YouTube,0
aferust,YouTube,0
aferust,YouTube,0
Zabwow1,YouTube,0
JGLil,YouTube,0
minaglisic1,YouTube,0
minaglisic1,YouTube,0
OskyProd,YouTube,0
minaglisic1,YouTube,0
minaglisic1,YouTube,0
minaglisic1,YouTube,0
minaglisic1,YouTube,0
777sankara,YouTube,0
camilabelenbox,YouTube,0
iraqsniper2013,YouTube,0
Diegosbiego,YouTube,0
Chardayzee,YouTube,0
Bether34,YouTube,0
BryantEmmily,YouTube,0
Meikiluuu,YouTube,0
FlameLibra1,YouTube,0
zaurensan,YouTube,0
_pablius_,YouTube,0
GiovanniCodiann,YouTube,0
shammiah2,YouTube,0
mma772,YouTube,0
GregoryLoginov,YouTube,0
Penguin_CRB,YouTube,0
ThePiksYT,YouTube,0
spase_ristov,YouTube,0
TheBadSniiper,YouTube,0
Stephanieann475,YouTube,0
Stephanieann475,YouTube,0
Stephanieann475,YouTube,0
Stephanieann475,YouTube,0
Stephanieann475,YouTube,0
Stephanieann475,YouTube,0
VitorManoelMS,YouTube,0
ayeitszening,YouTube,0
ian_gonzalez,YouTube,0
HelloAdriii,YouTube,0
MassimoNovi,YouTube,0
betaseuu,YouTube,0
G_Walkiewicz,YouTube,0
awesome1400,YouTube,0
jakartigas,YouTube,0
facklkt,YouTube,0
leomachado581,YouTube,0
Djedai1981,YouTube,0
imaddy_1337,YouTube,0
DumbPeople16,YouTube,0
fxvnder,YouTube,0
HeyStepani___,YouTube,0
gabixx_YT,YouTube,0
Wind1000100,YouTube,0
fxvnder,YouTube,0
lucir88,YouTube,0
alv14yt,YouTube,0
itsbigmoo,KevinHart4real,0
itsbigmoo,KevinHart4real,0
ayeitszening,YouTube,0
LizzieWoo16,YouTube,0
99Marylin,YouTube,0
msletsplaylord,YouTube,0
brunomonteiros1,YouTube,0
DaynosTV,YouTube,0
mat_fortier,YouTube,0
mat_fortier,YouTube,0
VictorVfoc,YouTube,0
josuCraft08,YouTube,0
9iKwang,YouTube,0
MinerBrozfilms,YouTube,0
estebanseven1,YouTube,0
rebeca_mtzc,YouTube,0
AiDsMoNkEy704,YouTube,0
Tay1200Tay,YouTube,0
FiDyGrAnD,50cent,0
LadyJaggerX3,YouTube,0
XXXxSanniexXXX,YouTube,0
TheDanyReyes,YouTube,0
alanynicolas,YouTube,0
EuMannel,YouTube,0
sheernach,YouTube,0
churrofan_,justinbieber,0
churrofan_,justinbieber,0
ArmentaBeltranM,YouTube,0
Nicolas_0205,YouTube,0
adriel_ojeda,YouTube,0
vedranh,YouTube,0
hns764,YouTube,0
dax_gamer,YouTube,0
carloswilson11,YouTube,0
stephaniecash56,YouTube,0
facusolanaa,YouTube,0
Vexdon64,YouTube,0
facusolanaa,YouTube,0
facusolanaa,YouTube,0
mrsprucieboy,YouTube,0
Milesdetemas,YouTube,0
KSeokjinderella,YouTube,0
MarcGitar1,YouTube,0
MersGamer10,YouTube,0
Nicola_ro,YouTube,0
DinooRivera,YouTube,0
SoyAndrus_,YouTube,0
JeyEmKey,YouTube,0
JeyEmKey,YouTube,0
m_almaghraibi,YouTube,0
m_almaghraibi,YouTube,0
benten825,YouTube,0
Mariijo_RM,YouTube,0
HrzEugene,YouTube,0
onixonst22,YouTube,0
jaalopes,YouTube,0
tjlindemood,YouTube,0
davidmoralcurco,YouTube,0
luisfer71_cul,YouTube,0
elcataMDF,YouTube,0
JMeiberTv,YouTube,0
ThRhogh,YouTube,0
Sylv3r,YouTube,0
KoalaVsEnot,YouTube,0
DerkBroteloo,YouTube,0
DerkBroteloo,YouTube,0
02_Dan,YouTube,0
TGPotatonews,YouTube,0
fishkopf1990,YouTube,0
sadleftist,onedirection,0
losmachines12,YouTube,0
AmyAlexander6,YouTube,0
ignicordero,YouTube,0
lisia110,YouTube,0
victoralbertito,YouTube,0
populo1996,YouTube,0
Danmajor3,YouTube,0
AMusicfriends,YouTube,0
MarieAMcG,YouTube,0
MarieAMcG,YouTube,0
MarieAMcG,YouTube,0
5s0fandoms,YouTube,0
AliSGamer,YouTube,0
Mauriiciio713,YouTube,0
cliffbenard,YouTube,0
Gizzmo087,YouTube,0
Gizzmo087,YouTube,0
Mauriiciio713,YouTube,0
JGOfficial11,YouTube,0
javierblascoj9,YouTube,0
VanessaCSJ,YouTube,0
ylovevideojuego,YouTube,0
RGgaming03,YouTube,0
ethanb0206,YouTube,0
WardyPlays,YouTube,0
diegoloquer4,YouTube,0
Galaxia_16,YouTube,0
elsamb_01,YouTube,0
KorfabYT,YouTube,0
DorivalNinja,YouTube,0
i_got_toes,YouTube,0
nisemi4PoMm,YouTube,0
CamilleHoudry,YouTube,0
kikjae,YouTube,0
KanonDreamy,YouTube,0
clint_naicker,YouTube,0
elelirc,YouTube,0
yuyuylagatita,YouTube,0
GaiaHinamayuki,YouTube,0
KorfabYT,YouTube,0
FDingevan,YouTube,0
SVikii,YouTube,0
FEKfootball,YouTube,0
panperigosaa,YouTube,0
Gefiltchips,YouTube,0
debonairbiel,YouTube,0
lanadespresso,YouTube,0
DiegoAnderson10,YouTube,0
deAndreterrific,YouTube,0
roadtoutopie,YouTube,0
Mk280633236,YouTube,0
aam8235741,YouTube,0
arc_lldm,YouTube,0
crazee_king96,YouTube,0
WhiteDragon620,YouTube,0
leemeowlover,YouTube,0
leemeowlover,YouTube,0
WhiteDragon620,YouTube,0
khalilgamer12,YouTube,0
THEeryk100,YouTube,0
YimeiChiyo,YouTube,0
aloastyle,YouTube,0
DrakAnime,YouTube,0
MCChanel25,YouTube,0
sfernandezprado,YouTube,0
ZamboniEmanuele,YouTube,0
_Ninteko,YouTube,0
C0odxe,YouTube,0
ThatVape,YouTube,0
LCates68,YouTube,0
ImKSstar,YouTube,0
JON9JIW,YouTube,0
notshalini,YouTube,0
romer1970,YouTube,0
Soon2beaamputee,YouTube,0
vijayrajsaxena1,YouTube,0
zongcraft,YouTube,0
aijia96,YouTube,0
aijia96,YouTube,0
PrimoDeen,KimKardashian,0
edde_iott,YouTube,0
VMilten,YouTube,0
DjAllUp,YouTube,0
AyuTakahashi,YouTube,0
ThicoRich,YouTube,0
dkdhsjsh373,YouTube,0
dkdhsjsh373,YouTube,0
dkdhsjsh373,YouTube,0
dkdhsjsh373,YouTube,0
ThunderSpeakVA,YouTube,0
_xcrywithyou,YouTube,0
ProGaming2015,YouTube,0
TheChrisReason,YouTube,0
anima_dorgas,YouTube,0
Gorgeous_jlo_,JLo,0
nikishine,YouTube,0
DanleoGameplays,YouTube,0
kens251097,YouTube,0
kens251097,YouTube,0
kens251097,YouTube,0
TensukexD,YouTube,0
OfficiallyMJB,YouTube,0
theyurihere_,YouTube,0
DV3ctorPS3,YouTube,0
ESLetsPlay,YouTube,0
ESLetsPlay,YouTube,0
thayronemurbano,YouTube,0
miguelithocorzo,YouTube,0
mirunaamuza,YouTube,0
ThE_AlExZ,YouTube,0
lcuteliestl,YouTube,0
lautarobencapo,YouTube,0
ethanleeryder,YouTube,0
seagoonick,YouTube,0
TelhadodeNoite,YouTube,0
BlackNightForte,YouTube,0
GIEmersGrGaming,YouTube,0
JeroenVerzaal,YouTube,0
hugo_mbt,YouTube,0
poorgirl75,YouTube,0
JaredOnYT,YouTube,0
WALDOT30,YouTube,0
AssadSacinCical,YouTube,0
AdamSeal_,YouTube,0
ActorsRedCarpet,YouTube,0
elcoiyo,YouTube,0
glennmdr,YouTube,0
5GIBLESS,YouTube,0
uhoh40,YouTube,0
McClainsbaby,YouTube,0
sydbonz,YouTube,0
JuanLisset40,YouTube,0
OteroManuel77,YouTube,0
turicastillo,YouTube,0
majid277__,YouTube,0
GamesProPL,YouTube,0
Charlie07611,YouTube,0
raton6,YouTube,0
28Virgo28,YouTube,0
simonellimarie,YouTube,0
InesCozzo,YouTube,0
BelloFdgr,YouTube,0
mikkelguy,YouTube,0
MorteTheGamer,YouTube,0
HaberPortaliniz,YouTube,0
LeoKillerLDM,YouTube,0
AlmazHD,YouTube,0
mariandutestcu,YouTube,0
judyharrisson,YouTube,0
judyharrisson,YouTube,0
Janaina96180260,YouTube,0
celest67,YouTube,0
Yasmine1234sexy,YouTube,0
octwentry,YouTube,0
CdClint,YouTube,0
haRShaL_9ghare,YouTube,0
NessySiu,YouTube,0
hojokono,YouTube,0
AdriGames1,YouTube,0
AaronAlthaus,YouTube,0
anapostelnicu1,YouTube,0
TOLLABEA,YouTube,0
SuperMadhouse,YouTube,0
kazushinumberjp,YouTube,0
maequitos20012,YouTube,0
francegraphique,YouTube,0
GerardAlFil,TIME,0
RisK_Livid,YouTube,0
saraaaaras,YouTube,0
PinkiePiePartie,YouTube,0
pink2love,YouTube,0
gloomybrieyxb,YouTube,0
SeanArcadipane,YouTube,0
awsmario,YouTube,0
baexiian,YouTube,0
A_Now_One,YouTube,0
ryeongssi,YouTube,0
Zerogs1,YouTube,0
BuBu6i,YouTube,0
Trizzn,YouTube,0
NitroGlory,YouTube,0
TheZDroiide_01,YouTube,0
a_hernand,YouTube,0
KenTheWinkFairy,YouTube,0
Extrachief61,YouTube,0
FarrukoDYCompa1,YouTube,0
DeMoNcRaZyDavid,YouTube,0
Vanguard_space,YouTube,0
Dio_nysusSC,YouTube,0
GonnarGameplays,YouTube,0
loreladyblue,RobertDowneyJr,0
gusta__vo,YouTube,0
rccouto00,YouTube,0
wendyilliana,YouTube,0
Ryannicus,YouTube,0
Zlender02,YouTube,0
antoniamorale10,YouTube,0
cjhilljack,YouTube,0
camposcantu,YouTube,0
james941206,YouTube,0
sbpablosb,YouTube,0
Kiers10B,verge,0
sbpablosb,YouTube,0
MikoLipman,YouTube,0
KPharr,ladygaga,0
Mr_SpeekTV,YouTube,0
RainyAmazement,verge,0
epicfailscomp,YouTube,0
morticiagrave,YouTube,0
universal_ford,YouTube,0
ascjalumni,TheEllenShow,0
mg_larii,YouTube,0
tammirsparks,verge,0
Mariposita87,YouTube,0
katecocoloco,YouTube,0
AlexzandraBatts,YouTube,0
JJOOYY0917,YouTube,0
GrantGauthier,YouTube,0
OvejaDescarida,YouTube,0
yagamiligh999,YouTube,0
FerSalazar_U,YouTube,0
shemlinksasia,YouTube,0
khreds,YouTube,0
jemappelletan,YouTube,0
jemappelletan,YouTube,0
watdaswnsay,YouTube,0
latin_kidrauhl,YouTube,0
wowwy_its_me,YouTube,0
TWBproject,verge,0
SamuelAmyd,YouTube,0
wowwy_its_me,YouTube,0
kaahborcioni,YouTube,0
LuvExtreme,YouTube,0
juanojpz_,YouTube,0
ElipseGamere,YouTube,0
vov_mik_77,YouTube,0
JonhyGamersBR,YouTube,0
kkeady7,verge,0
QuasheeNkrumah,verge,0
l_Jeremy_I,verge,0
MattKellerABC7,WSJ,0
EwanSoy,YouTube,0
Wardrum70,verge,0
Instinctgaming4,YouTube,0
micheleboskovic,YouTube,0
LeaWallace2000,YouTube,0
BrianDivaCox,YouTube,0
aaronbozeman,YouTube,0
Bela_Henderson,YouTube,0
Cris_Rinaldi,YouTube,0
JiggySevilla,verge,0
PogPatrol,YouTube,0
LandDonald,YouTube,0
LandDonald,YouTube,0
romanmarti8,YouTube,0
mortycore,verge,0
sofiashorty,YouTube,0
Hellzrage,verge,0
ramunominecraft,YouTube,0
alesiamorris,verge,0
BD007Marky,YouTube,0
Agus_Barbo,YouTube,0
afropresencia,verge,0
SnD_Montage,YouTube,0
Reecie3,verge,0
JalexanderCe,YouTube,0
Gutihdz2k,YouTube,0
Gutihdz2k,YouTube,0
Gutihdz2k,YouTube,0
msjbe20a,verge,0
1MoorDebz,verge,0
fansvege11,YouTube,0
lunaanuevaa0,shakira,0
lunaanuevaa0,3gerardpique,0
fansvege11,YouTube,0
fansvege11,YouTube,0
_hannyth,YouTube,0
showitwithwords,verge,0
derrold,verge,0
fansvege11,YouTube,0
UnwantedMMO,YouTube,0
fansvege11,YouTube,0
joseph_javier12,YouTube,0
nattswaggie,YouTube,0
joseph_javier12,YouTube,0
josekevin1,YouTube,0
AguusAbrahamer,YouTube,0
XxFlexXHD,YouTube,0
aguz4627,YouTube,0
Struckypower,YouTube,0
LColliNas,YouTube,0
trikobronjio,verge,0
billmooneyhan,kanyewest,0
ellaschild,verge,0
ClaimFameRadio,verge,0
rebecca_love29,YouTube,0
mxrgantaylor8,YouTube,0
FLMomNYGirl,verge,0
_adaao,YouTube,0
kmax_chicago,verge,0
MoniqueAziza,verge,0
EllieAfy,YouTube,0
Cutiieex_,YouTube,0
QueenYaYaYana,YouTube,0
DasYouTuber,YouTube,0
Mrbooblegames,YouTube,0
